134
T39 C99 1 L1R N99 1  0.134 T39 L1R
T42 C99 1 C2C N99 1  0.134 T42 C2C
T42 C99 1 C2R N99 1  0.131 T42 C2R
T42 C99 1 E2N N99 1  0.134 T42 E2N
T42 C99 1 L1C N99 1  0.134 T42 L1C
T42 C99 1 L1N N99 1  0.133 T42 L1N
T42 C99 1 L1R N99 1  0.132 T42 L1R
T46 C99 1 C2C N99 1  0.134 T46 C2C
T46 C99 1 C2R N99 1  0.134 T46 C2R
T46 C99 1 E2N N99 1  0.134 T46 E2N
T46 C99 1 L1C N99 1  0.136 T46 L1C
T46 C99 1 L1N N99 1  0.134 T46 L1N
T46 C99 1 L1R N99 1  0.134 T46 L1R
T48 C99 1 C3C N99 1  0.136 T48 C3C
T48 C99 1 C3R N99 1  0.137 T48 C3R
T48 C99 1 E3N N99 1  0.136 T48 E3N
T48 C99 1 L2C N99 1  0.136 T48 L2C
T48 C99 1 L2N N99 1  0.137 T48 L2N
T48 C99 1 L2R N99 1  0.135 T48 L2R
T49 C99 1 C2C N99 1  0.135 T49 C2C
T49 C99 1 C2R N99 1  0.134 T49 C2R
T49 C99 1 E2N N99 1  0.134 T49 E2N
T49 C99 1 L1C N99 1  0.135 T49 L1C
T49 C99 1 L1N N99 1  0.134 T49 L1N
T49 C99 1 L1R N99 1  0.134 T49 L1R
T51 C99 1 C3C N99 1  0.137 T51 C3C
T51 C99 1 C3R N99 1  0.136 T51 C3R
T51 C99 1 E3N N99 1  0.137 T51 E3N
T51 C99 1 L2C N99 1  0.137 T51 L2C
T51 C99 1 L2N N99 1  0.136 T51 L2N
T51 C99 1 L2R N99 1  0.137 T51 L2R
T52 C99 1 C2C N99 1  0.134 T52 C2C
T52 C99 1 C2R N99 1  0.135 T52 C2R
T52 C99 1 E2N N99 1  0.134 T52 E2N
T52 C99 1 L1C N99 1  0.134 T52 L1C
T52 C99 1 L1N N99 1  0.135 T52 L1N
T52 C99 1 L1R N99 1  0.133 T52 L1R
T61 C99 1 C2C N99 1  0.133 T61 C2C
T61 C99 1 C2R N99 1  0.134 T61 C2R
T61 C99 1 E2N N99 1  0.134 T61 E2N
T61 C99 1 L1C N99 1  0.134 T61 L1C
T61 C99 1 L1N N99 1  0.134 T61 L1N
T61 C99 1 L1R N99 1  0.134 T61 L1R
Tth C99 1 C3C N99 1  0.137 Tth C3C
Tth C99 1 C3R N99 1  0.135 Tth C3R
Tth C99 1 E3N N99 1  0.136 Tth E3N
Tth C99 1 L2C N99 1  0.137 Tth L2C
Tth C99 1 L2N N99 1  0.134 Tth L2N
Tth C99 1 L2R N99 1  0.137 Tth L2R
C3N C99 1 C2C N99 1  0.133 C3N C2C
C3N C99 1 C2R N99 1  0.134 C3N C2R
C3N C99 1 E2N N99 1  0.134 C3N E2N
C3N C99 1 L1C N99 1  0.134 C3N L1C
C3N C99 1 L1N N99 1  0.134 C3N L1N
C3N C99 1 L1R N99 1  0.134 C3N L1R
C3W C99 1 L1C N99 1  0.133 C3W L1C
C3W C99 1 L1N N99 1  0.133 C3W L1N
C3W C99 1 L1R N99 1  0.133 C3W L1R
C55 C99 1 C2C N99 1  0.135 C55 C2C
C55 C99 1 C2R N99 1  0.135 C55 C2R
C55 C99 1 E2N N99 1  0.135 C55 E2N
C55 C99 1 L1C N99 1  0.134 C55 L1C
C55 C99 1 L1N N99 1  0.134 C55 L1N
C55 C99 1 L1R N99 1  0.134 C55 L1R
C5N C99 1 C2C N99 1  0.133 C5N C2C
C5N C99 1 C2R N99 1  0.134 C5N C2R
C5N C99 1 E2N N99 1  0.134 C5N E2N
C5N C99 1 L1C N99 1  0.134 C5N L1C
C5N C99 1 L1N N99 1  0.134 C5N L1N
C5N C99 1 L1R N99 1  0.134 C5N L1R
C5W C99 1 L1C N99 1  0.134 C5W L1C
C5W C99 1 L1N N99 1  0.135 C5W L1N
C5W C99 1 L1R N99 1  0.134 C5W L1R
C75 C99 1 L1C N99 1  0.133 C75 L1C
C75 C99 1 L1N N99 1  0.133 C75 L1N
C75 C99 1 L1R N99 1  0.134 C75 L1R
C7N C99 1 L1C N99 1  0.133 C7N L1C
C7N C99 1 L1N N99 1  0.134 C7N L1N
C7N C99 1 L1R N99 1  0.133 C7N L1R
